scenario,project_id,plant,destination_country,week,transit_time_days,shipping_cost,landed_cost_proxy,on_time_feasible_flag,expedite_option_flag,logistics_risk_score,synthetic_dependency_flag,scope_id
all_in,SF-100000,NW01,US,2028-W22,1,12409.986595698922,14943.698113089866,True,True,0.0212352,True,mvp_3plant
all_in,SF-100000,NW01,US,2028-W23,1,11022.198016666664,13272.568703728566,True,True,0.0212352,True,mvp_3plant
all_in,SF-100000,NW01,US,2028-W24,1,11022.198016666664,13272.568703728566,True,True,0.0212352,True,mvp_3plant
all_in,SF-100000,NW01,US,2028-W25,1,11022.198016666664,13272.568703728566,True,True,0.0212352,True,mvp_3plant
all_in,SF-100000,NW01,US,2028-W26,1,9709.16311236559,11691.45521335416,True,True,0.0212352,True,mvp_3plant
all_in,SF-100000,NW01,US,2028-W27,1,6426.575851612903,7738.671487418146,True,True,0.0212352,True,mvp_3plant
all_in,SF-100000,NW01,US,2028-W28,1,6426.575851612903,7738.671487418146,True,True,0.0212352,True,mvp_3plant
all_in,SF-100000,NW01,US,2028-W29,1,6426.575851612903,7738.671487418146,True,True,0.0212352,True,mvp_3plant
all_in,SF-100000,NW01,US,2028-W30,1,6426.575851612903,7738.671487418146,True,True,0.0212352,True,mvp_3plant
all_in,SF-100000,NW01,US,2028-W31,1,3884.463916129032,4677.543818938659,True,True,0.0212352,True,mvp_3plant
all_in,SF-100000,NW01,US,2028-W32,1,3460.7785935483867,4167.355874192076,True,True,0.0212352,True,mvp_3plant
all_in,SF-100000,NW01,US,2028-W33,1,3460.7785935483867,4167.355874192076,True,True,0.0212352,True,mvp_3plant
all_in,SF-100000,NW01,US,2028-W34,1,3460.7785935483867,4167.355874192076,True,True,0.0212352,True,mvp_3plant
all_in,SF-100000,NW01,US,2028-W35,1,1977.5877677419355,2381.346213824044,True,True,0.0212352,True,mvp_3plant
all_in,SF-100033,NW05,CN,2026-W44,3,65.12687333333332,73.66895527166521,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2026-W45,3,455.8881133333333,515.6826869016566,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2026-W46,3,455.8881133333333,515.6826869016566,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2026-W47,3,455.8881133333333,515.6826869016566,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2026-W48,3,455.8881133333333,515.6826869016566,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2026-W49,3,489.8917249462365,554.1462337414513,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2026-W50,3,495.55899354838704,560.556824881417,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2026-W51,3,495.55899354838704,560.556824881417,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2026-W52,3,495.55899354838704,560.556824881417,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2026-W53,3,283.17656774193546,320.318185646524,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W01,3,621.6910903225806,703.2324873229542,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W02,3,621.6910903225806,703.2324873229542,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W03,3,621.6910903225806,703.2324873229542,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W04,3,621.6910903225806,703.2324873229542,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W05,3,1226.4044,1387.260377542667,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W06,3,1226.4044,1387.260377542667,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W07,3,1226.4044,1387.260377542667,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W08,3,1226.4044,1387.260377542667,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W09,3,934.4986903225808,1057.0681301779664,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W10,3,934.4986903225808,1057.0681301779664,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W11,3,934.4986903225808,1057.0681301779664,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W12,3,934.4986903225808,1057.0681301779664,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W13,3,723.2374387096773,818.0977190536646,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W14,3,564.7915,638.8699107104386,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W15,3,564.7915,638.8699107104386,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W16,3,564.7915,638.8699107104386,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W17,3,515.0594161290322,582.6149352334896,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W18,3,390.72920645161287,441.97749654111726,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W19,3,390.72920645161287,441.97749654111726,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W20,3,390.72920645161287,441.97749654111726,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W21,3,390.72920645161287,441.97749654111726,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W22,3,299.1132580645161,338.3451423613595,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W23,3,283.84393333333327,321.0730833313998,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W24,3,283.84393333333327,321.0730833313998,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W25,3,283.84393333333327,321.0730833313998,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W26,3,218.38871612903225,247.03271839877573,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W27,3,169.29730322580642,191.5024446993076,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W28,3,169.29730322580642,191.5024446993076,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W29,3,169.29730322580642,191.5024446993076,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W30,3,145.11197419354838,164.14495259940654,True,True,0.28378778,True,mvp_3plant
all_in,SF-100033,NW05,CN,2027-W52,3,177.62602580645162,200.92356780655837,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2027-W39,3,1406.4329419354838,1590.9015770147778,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2027-W40,3,3281.6768645161287,3712.103679701149,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2027-W41,3,3281.6768645161287,3712.103679701149,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2027-W42,3,3281.6768645161287,3712.103679701149,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2027-W43,3,3281.6768645161287,3712.103679701149,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2027-W44,3,3217.284093333333,3639.265111882847,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2027-W45,3,3217.284093333333,3639.265111882847,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2027-W46,3,3217.284093333333,3639.265111882847,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2027-W47,3,3217.284093333333,3639.265111882847,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2027-W48,3,4916.610446021506,5561.476184835941,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2027-W49,3,5596.3409870967735,6330.360614017179,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2027-W50,3,5596.3409870967735,6330.360614017179,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2027-W51,3,5596.3409870967735,6330.360614017179,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2027-W52,3,3997.3864193548384,4521.6861528694135,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W01,3,6804.406180645161,7696.876403179457,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W02,3,6804.406180645161,7696.876403179457,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W03,3,6804.406180645161,7696.876403179457,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W04,3,6804.406180645161,7696.876403179457,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W05,3,6469.561708565073,7318.113518150752,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W06,3,6413.754296551724,7254.986370645966,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W07,3,6413.754296551724,7254.986370645966,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W08,3,6413.754296551724,7254.986370645966,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W09,3,4162.14103403782,4708.050087120635,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W10,3,3261.4957290322577,3689.275573710502,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W11,3,3261.4957290322577,3689.275573710502,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W12,3,3261.4957290322577,3689.275573710502,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W13,3,3141.9465264516134,3554.0462220325817,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W14,3,2843.0735200000004,3215.972842837777,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W15,3,2843.0735200000004,3215.972842837777,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W16,3,2843.0735200000004,3215.972842837777,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W17,3,2843.0735200000004,3215.972842837777,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W18,3,1782.1063806451614,2015.848581785096,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W19,3,1782.1063806451614,2015.848581785096,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W20,3,1782.1063806451614,2015.848581785096,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W21,3,1782.1063806451614,2015.848581785096,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W22,3,1278.8166240860214,1446.547022122077,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W23,3,901.3493066666668,1019.5708523748128,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W24,3,901.3493066666668,1019.5708523748128,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W25,3,901.3493066666668,1019.5708523748128,True,True,0.28378778,True,mvp_3plant
all_in,SF-100035,NW05,CN,2028-W26,3,643.8209333333333,728.2648945534376,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2027-W39,3,1305.0467612903226,1476.2175207284376,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2027-W40,3,3045.1091096774194,3444.5075483663545,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2027-W41,3,3045.1091096774194,3444.5075483663545,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2027-W42,3,3045.1091096774194,3444.5075483663545,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2027-W43,3,3045.1091096774194,3444.5075483663545,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2027-W44,3,3798.87452,4297.13730711698,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2027-W45,3,3798.87452,4297.13730711698,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2027-W46,3,3798.87452,4297.13730711698,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2027-W47,3,3798.87452,4297.13730711698,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2027-W48,3,5014.307429677419,5671.987166720288,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2027-W49,3,5500.480593548387,6221.927110561611,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2027-W50,3,5500.480593548387,6221.927110561611,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2027-W51,3,5500.480593548387,6221.927110561611,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2027-W52,3,3928.914709677419,4444.23365040115,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W01,3,6324.543625806451,7154.07477184632,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W02,3,6324.543625806451,7154.07477184632,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W03,3,6324.543625806451,7154.07477184632,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W04,3,6324.543625806451,7154.07477184632,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W05,3,6204.798908120133,7018.624261177684,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W06,3,6184.841455172414,6996.049176066245,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W07,3,6184.841455172414,6996.049176066245,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W08,3,6184.841455172414,6996.049176066245,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W09,3,4608.473300556173,5212.923576289237,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W10,3,3977.926038709677,4499.673336378433,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W11,3,3977.926038709677,4499.673336378433,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W12,3,3977.926038709677,4499.673336378433,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W13,3,3672.715728602151,4154.4314487680485,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W14,3,2909.689953333333,3291.3267297420853,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W15,3,2909.689953333333,3291.3267297420853,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W16,3,2909.689953333333,3291.3267297420853,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W17,3,2909.689953333333,3291.3267297420853,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W18,3,2296.164748387097,2597.331170491272,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W19,3,2296.164748387097,2597.331170491272,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W20,3,2296.164748387097,2597.331170491272,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W21,3,2296.164748387097,2597.331170491272,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W22,3,1569.9642064516129,1775.881705716758,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W23,3,1025.3138,1159.7946071358729,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W24,3,1025.3138,1159.7946071358729,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W25,3,1025.3138,1159.7946071358729,True,True,0.28378778,True,mvp_3plant
all_in,SF-100049,NW05,CN,2028-W26,3,732.367,828.4247193827664,True,True,0.28378778,True,mvp_3plant
all_in,SF-100065,NW01,US,2026-W44,1,1744.8919966666665,2101.1416118024213,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2026-W45,1,12214.243976666668,14707.99128261695,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2026-W46,1,12214.243976666668,14707.99128261695,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2026-W47,1,12214.243976666668,14707.99128261695,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2026-W48,1,12214.243976666668,14707.99128261695,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2026-W49,1,15838.71120311828,19072.455630358705,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2026-W50,1,16442.789074193548,19799.86635498233,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2026-W51,1,16442.789074193548,19799.86635498233,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2026-W52,1,16442.789074193548,19799.86635498233,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2026-W53,1,9395.879470967742,11314.20934570419,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W01,1,18277.49261935484,22009.156082612528,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W02,1,18277.49261935484,22009.156082612528,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W03,1,18277.49261935484,22009.156082612528,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W04,1,18277.49261935484,22009.156082612528,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W05,1,23213.645775,27953.109529226447,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W06,1,23213.645775,27953.109529226447,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W07,1,23213.645775,27953.109529226447,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W08,1,23213.645775,27953.109529226447,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W09,1,17674.10628064516,21282.578078542392,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W10,1,17674.10628064516,21282.578078542392,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W11,1,17674.10628064516,21282.578078542392,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W12,1,17674.10628064516,21282.578078542392,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W13,1,15678.59711075269,18879.651501078497,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W14,1,14181.965233333334,17077.456567980575,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W15,1,14181.965233333334,17077.456567980575,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W16,1,14181.965233333334,17077.456567980575,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W17,1,13787.694386021503,16602.688567903755,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W18,1,12802.017267741934,15415.768567711706,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W19,1,12802.017267741934,15415.768567711706,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W20,1,12802.017267741934,15415.768567711706,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W21,1,12802.017267741934,15415.768567711706,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W22,1,8923.163529677418,10744.980340869002,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W23,1,8276.687906666666,9966.51563639522,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W24,1,8276.687906666666,9966.51563639522,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W25,1,8276.687906666666,9966.51563639522,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W26,1,5312.020476129033,6396.560524355141,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W27,1,3088.519903225806,3719.09419032508,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W28,1,3088.519903225806,3719.09419032508,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W29,1,3088.519903225806,3719.09419032508,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W30,1,2647.3027741935484,3187.79502027864,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW01,US,2027-W52,1,5222.140748387096,6288.330309317865,True,True,0.0212352,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W05,3,644.2948285714285,764.4458718712722,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W06,3,4510.0638,5351.121103098905,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W07,3,4510.0638,5351.121103098905,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W08,3,4510.0638,5351.121103098905,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W09,3,4879.271958525345,5789.180885872103,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W10,3,7094.52090967742,8417.53958251129,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W11,3,7094.52090967742,8417.53958251129,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W12,3,7094.52090967742,8417.53958251129,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W13,3,7094.52090967742,8417.53958251129,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W14,3,9424.826674193548,11182.411412744665,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W15,3,10356.94898,12288.360144838014,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W16,3,10356.94898,12288.360144838014,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W17,3,10356.94898,12288.360144838014,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W18,3,9627.90282451613,11423.358131398012,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W19,3,8655.841283870968,10270.02211347801,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W20,3,8655.841283870968,10270.02211347801,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W21,3,8655.841283870968,10270.02211347801,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W22,3,8655.841283870968,10270.02211347801,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W23,3,6734.556173333333,7990.446977519256,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W24,3,6734.556173333333,7990.446977519256,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W25,3,6734.556173333333,7990.446977519256,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W26,3,6734.556173333333,7990.446977519256,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W27,3,7301.913196989247,8663.607331099298,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W28,3,7528.856006451612,8932.871472531313,True,True,0.08868665,True,mvp_3plant
all_in,SF-100065,NW02,DE,2026-W29,3,7528.856006451612,8932.871472531313,True,True,0.08868665,True,mvp_3plant
