scenario,plant,component_material,week,component_demand_qty,available_qty,shortage_qty,coverage_days_or_weeks,recommended_order_date,shortage_flag,sourcing_risk_score,scope_id
all_in,NW01,RM-COIL-AL,2026-W38,11762.150166666666,0.0,11762.150166666666,0.0,2026-08-15,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2026-W39,11762.150166666666,0.0,11762.150166666666,0.0,2026-08-22,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2026-W40,10518.489241935484,0.0,10518.489241935484,0.0,2026-08-29,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2026-W41,9585.743548387096,0.0,9585.743548387096,0.0,2026-09-05,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2026-W42,9585.743548387096,0.0,9585.743548387096,0.0,2026-09-12,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2026-W43,9585.743548387096,0.0,9585.743548387096,0.0,2026-09-19,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2026-W44,10535.646846236556,0.0,10535.646846236556,0.0,2026-09-26,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2026-W45,16235.066633333336,0.0,16235.066633333336,0.0,2026-10-03,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2026-W46,16235.066633333336,0.0,16235.066633333336,0.0,2026-10-10,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2026-W47,16235.066633333336,0.0,16235.066633333336,0.0,2026-10-17,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2026-W48,16235.066633333336,0.0,16235.066633333336,0.0,2026-10-24,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2026-W49,17437.599943010755,0.0,17437.599943010755,0.0,2026-10-31,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2026-W50,17638.022161290322,0.0,17638.022161290322,0.0,2026-11-07,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2026-W51,17638.022161290322,0.0,17638.022161290322,0.0,2026-11-14,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2026-W52,17638.022161290322,0.0,17638.022161290322,0.0,2026-11-21,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2026-W53,10078.869806451612,0.0,10078.869806451612,0.0,2026-11-28,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W01,17634.997935483872,0.0,17634.997935483872,0.0,2026-12-05,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W02,17634.997935483872,0.0,17634.997935483872,0.0,2026-12-12,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W03,17634.997935483872,0.0,17634.997935483872,0.0,2026-12-19,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W04,17634.997935483872,0.0,17634.997935483872,0.0,2026-12-26,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W05,22030.957750000005,0.0,22030.957750000005,0.0,2027-01-02,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W06,22030.957750000005,0.0,22030.957750000005,0.0,2027-01-09,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W07,22030.957750000005,0.0,22030.957750000005,0.0,2027-01-16,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W08,22030.957750000005,0.0,22030.957750000005,0.0,2027-01-23,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W09,17770.813516129034,0.0,17770.813516129034,0.0,2027-01-30,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W10,17770.813516129034,0.0,17770.813516129034,0.0,2027-02-06,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W11,17770.813516129034,0.0,17770.813516129034,0.0,2027-02-13,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W12,17770.813516129034,0.0,17770.813516129034,0.0,2027-02-20,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W13,15651.505868817208,0.0,15651.505868817208,0.0,2027-02-27,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W14,14062.025133333334,0.0,14062.025133333334,0.0,2027-03-06,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W15,14062.025133333334,0.0,14062.025133333334,0.0,2027-03-13,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W16,14062.025133333334,0.0,14062.025133333334,0.0,2027-03-20,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W17,13704.166311827958,0.0,13704.166311827958,0.0,2027-03-27,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W18,12809.519258064518,0.0,12809.519258064518,0.0,2027-04-03,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W19,12809.519258064518,0.0,12809.519258064518,0.0,2027-04-10,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W20,12809.519258064518,0.0,12809.519258064518,0.0,2027-04-17,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W21,12809.519258064518,0.0,12809.519258064518,0.0,2027-04-24,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W22,8967.341722580646,0.0,8967.341722580646,0.0,2027-05-01,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W23,8326.9788,0.0,8326.9788,0.0,2027-05-08,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W24,8326.9788,0.0,8326.9788,0.0,2027-05-15,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W25,8326.9788,0.0,8326.9788,0.0,2027-05-22,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W26,5484.757587096775,0.0,5484.757587096775,0.0,2027-05-29,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W27,3353.0916774193547,0.0,3353.0916774193547,0.0,2027-06-05,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W28,3353.0916774193547,0.0,3353.0916774193547,0.0,2027-06-12,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W29,3353.0916774193547,0.0,3353.0916774193547,0.0,2027-06-19,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W30,2925.0323870967745,0.0,2925.0323870967745,0.0,2027-06-26,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W31,356.6766451612903,0.0,356.6766451612903,0.0,2027-07-03,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W32,356.6766451612903,0.0,356.6766451612903,0.0,2027-07-10,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W33,356.6766451612903,0.0,356.6766451612903,0.0,2027-07-17,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W34,356.6766451612903,0.0,356.6766451612903,0.0,2027-07-24,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W35,101.9076129032258,0.0,101.9076129032258,0.0,2027-07-31,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2027-W52,5038.570838709677,0.0,5038.570838709677,0.0,2027-11-27,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W18,6969.405935483871,0.0,6969.405935483871,0.0,2028-04-01,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W19,6969.405935483871,0.0,6969.405935483871,0.0,2028-04-08,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W20,6969.405935483871,0.0,6969.405935483871,0.0,2028-04-15,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W21,6969.405935483871,0.0,6969.405935483871,0.0,2028-04-22,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W22,8739.865324731181,0.0,8739.865324731181,0.0,2028-04-29,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W23,10067.709866666666,0.0,10067.709866666666,0.0,2028-05-06,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W24,10067.709866666666,0.0,10067.709866666666,0.0,2028-05-13,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W25,10067.709866666666,0.0,10067.709866666666,0.0,2028-05-20,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W26,10428.468301075269,0.0,10428.468301075269,0.0,2028-05-27,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W27,11330.364387096772,0.0,11330.364387096772,0.0,2028-06-03,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W28,11330.364387096772,0.0,11330.364387096772,0.0,2028-06-10,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W29,11330.364387096772,0.0,11330.364387096772,0.0,2028-06-17,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W30,11330.364387096772,0.0,11330.364387096772,0.0,2028-06-24,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W31,10753.450838709676,0.0,10753.450838709676,0.0,2028-07-01,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W32,10657.298580645162,0.0,10657.298580645162,0.0,2028-07-08,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W33,10657.298580645162,0.0,10657.298580645162,0.0,2028-07-15,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W34,10657.298580645162,0.0,10657.298580645162,0.0,2028-07-22,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W35,10425.426503225806,0.0,10425.426503225806,0.0,2028-07-29,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W36,10116.263733333331,0.0,10116.263733333331,0.0,2028-08-05,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W37,10116.263733333331,0.0,10116.263733333331,0.0,2028-08-12,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W38,10116.263733333331,0.0,10116.263733333331,0.0,2028-08-19,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W39,9854.300232258063,0.0,9854.300232258063,0.0,2028-08-26,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W40,8282.51922580645,0.0,8282.51922580645,0.0,2028-09-02,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W41,8282.51922580645,0.0,8282.51922580645,0.0,2028-09-09,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W42,8282.51922580645,0.0,8282.51922580645,0.0,2028-09-16,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W43,8282.51922580645,0.0,8282.51922580645,0.0,2028-09-23,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W44,8154.467397849461,0.0,8154.467397849461,0.0,2028-09-30,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W45,8103.246666666666,0.0,8103.246666666666,0.0,2028-10-07,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W46,8103.246666666666,0.0,8103.246666666666,0.0,2028-10-14,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W47,8103.246666666666,0.0,8103.246666666666,0.0,2028-10-21,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W48,6456.412473118279,0.0,6456.412473118279,0.0,2028-10-28,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W49,4260.633548387096,0.0,4260.633548387096,0.0,2028-11-04,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W50,4260.633548387096,0.0,4260.633548387096,0.0,2028-11-11,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W51,4260.633548387096,0.0,4260.633548387096,0.0,2028-11-18,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-AL,2028-W52,4260.633548387096,0.0,4260.633548387096,0.0,2028-11-25,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W14,6346.778333333333,0.0,6346.778333333333,0.0,2026-02-28,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W15,8885.489666666666,0.0,8885.489666666666,0.0,2026-03-07,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W16,8885.489666666666,0.0,8885.489666666666,0.0,2026-03-14,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W17,8885.489666666666,0.0,8885.489666666666,0.0,2026-03-21,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W18,8410.789440860213,0.0,8410.789440860213,0.0,2026-03-28,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W19,7777.855806451613,0.0,7777.855806451613,0.0,2026-04-04,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W20,7777.855806451613,0.0,7777.855806451613,0.0,2026-04-11,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W21,7777.855806451613,0.0,7777.855806451613,0.0,2026-04-18,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W22,7777.855806451613,0.0,7777.855806451613,0.0,2026-04-25,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W23,14054.028566666668,0.0,14054.028566666668,0.0,2026-05-02,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W24,14054.028566666668,0.0,14054.028566666668,0.0,2026-05-09,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W25,14054.028566666668,0.0,14054.028566666668,0.0,2026-05-16,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W26,14054.028566666668,0.0,14054.028566666668,0.0,2026-05-23,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W27,18969.808346236558,0.0,18969.808346236558,0.0,2026-05-30,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W28,20936.120258064515,0.0,20936.120258064515,0.0,2026-06-06,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W29,20936.120258064515,0.0,20936.120258064515,0.0,2026-06-13,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W30,20936.120258064515,0.0,20936.120258064515,0.0,2026-06-20,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W31,20720.55606451613,0.0,20720.55606451613,0.0,2026-06-27,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W32,20181.64558064516,0.0,20181.64558064516,0.0,2026-07-04,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W33,20181.64558064516,0.0,20181.64558064516,0.0,2026-07-11,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W34,20181.64558064516,0.0,20181.64558064516,0.0,2026-07-18,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W35,20181.64558064516,0.0,20181.64558064516,0.0,2026-07-25,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W36,19309.19802580645,0.0,19309.19802580645,0.0,2026-08-01,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W37,19163.7901,0.0,19163.7901,0.0,2026-08-08,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W38,19163.7901,0.0,19163.7901,0.0,2026-08-15,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W39,19163.7901,0.0,19163.7901,0.0,2026-08-22,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W40,16038.198577419354,0.0,16038.198577419354,0.0,2026-08-29,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W41,13694.00493548387,0.0,13694.00493548387,0.0,2026-09-05,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W42,13694.00493548387,0.0,13694.00493548387,0.0,2026-09-12,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W43,13694.00493548387,0.0,13694.00493548387,0.0,2026-09-19,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W44,13198.543316129031,0.0,13198.543316129031,0.0,2026-09-26,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W45,10225.7736,0.0,10225.7736,0.0,2026-10-03,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W46,10225.7736,0.0,10225.7736,0.0,2026-10-10,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W47,10225.7736,0.0,10225.7736,0.0,2026-10-17,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W48,10225.7736,0.0,10225.7736,0.0,2026-10-24,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W49,9326.19073548387,0.0,9326.19073548387,0.0,2026-10-31,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W50,9176.260258064514,0.0,9176.260258064514,0.0,2026-11-07,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W51,9176.260258064514,0.0,9176.260258064514,0.0,2026-11-14,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W52,9176.260258064514,0.0,9176.260258064514,0.0,2026-11-21,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2026-W53,5243.577290322581,0.0,5243.577290322581,0.0,2026-11-28,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W01,7585.295967741935,0.0,7585.295967741935,0.0,2026-12-05,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W02,7585.295967741935,0.0,7585.295967741935,0.0,2026-12-12,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W03,7585.295967741935,0.0,7585.295967741935,0.0,2026-12-19,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W04,7585.295967741935,0.0,7585.295967741935,0.0,2026-12-26,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W05,9691.33025,0.0,9691.33025,0.0,2027-01-02,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W06,9691.33025,0.0,9691.33025,0.0,2027-01-09,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W07,9691.33025,0.0,9691.33025,0.0,2027-01-16,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W08,9691.33025,0.0,9691.33025,0.0,2027-01-23,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W09,6370.952903225807,0.0,6370.952903225807,0.0,2027-01-30,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W10,6370.952903225807,0.0,6370.952903225807,0.0,2027-02-06,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W11,6370.952903225807,0.0,6370.952903225807,0.0,2027-02-13,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W12,6370.952903225807,0.0,6370.952903225807,0.0,2027-02-20,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W13,6250.320387096775,0.0,6250.320387096775,0.0,2027-02-27,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W14,6159.846,0.0,6159.846,0.0,2027-03-06,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W15,6159.846,0.0,6159.846,0.0,2027-03-13,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W16,6159.846,0.0,6159.846,0.0,2027-03-20,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W17,6288.368,0.0,6288.368,0.0,2027-03-27,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W18,6609.672999999999,0.0,6609.672999999999,0.0,2027-04-03,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W19,6609.672999999999,0.0,6609.672999999999,0.0,2027-04-10,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W20,6609.672999999999,0.0,6609.672999999999,0.0,2027-04-17,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W21,6609.672999999999,0.0,6609.672999999999,0.0,2027-04-24,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W22,5398.4016,0.0,5398.4016,0.0,2027-05-01,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W23,5196.523033333333,0.0,5196.523033333333,0.0,2027-05-08,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W24,5196.523033333333,0.0,5196.523033333333,0.0,2027-05-15,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W25,5196.523033333333,0.0,5196.523033333333,0.0,2027-05-22,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W26,4295.997816129032,0.0,4295.997816129032,0.0,2027-05-29,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W27,3620.603903225806,0.0,3620.603903225806,0.0,2027-06-05,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W28,3620.603903225806,0.0,3620.603903225806,0.0,2027-06-12,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W29,3620.603903225806,0.0,3620.603903225806,0.0,2027-06-19,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W30,3499.0229354838707,0.0,3499.0229354838707,0.0,2027-06-26,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W31,2769.5371290322582,0.0,2769.5371290322582,0.0,2027-07-03,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W32,2769.5371290322582,0.0,2769.5371290322582,0.0,2027-07-10,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W33,2769.5371290322582,0.0,2769.5371290322582,0.0,2027-07-17,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W34,2769.5371290322582,0.0,2769.5371290322582,0.0,2027-07-24,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W35,2075.348489247312,0.0,2075.348489247312,0.0,2027-07-31,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W36,1797.673033333333,0.0,1797.673033333333,0.0,2027-08-07,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W37,1797.673033333333,0.0,1797.673033333333,0.0,2027-08-14,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W38,1797.673033333333,0.0,1797.673033333333,0.0,2027-08-21,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W39,1678.7320881720432,0.0,1678.7320881720432,0.0,2027-08-28,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W40,1520.1441612903222,0.0,1520.1441612903222,0.0,2027-09-04,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W41,1520.1441612903222,0.0,1520.1441612903222,0.0,2027-09-11,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W42,1520.1441612903222,0.0,1520.1441612903222,0.0,2027-09-18,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W43,1520.1441612903222,0.0,1520.1441612903222,0.0,2027-09-25,True,1.0,mvp_3plant
all_in,NW01,RM-COIL-HC276,2027-W44,1244.2784666666666,0.0,1244.2784666666666,0.0,2027-10-02,True,1.0,mvp_3plant
