scope_id,scenario,plant,component_material,quarter_id,total_demand_qty,total_shortage_qty,shortage_weeks_count,avg_sourcing_risk_score,max_sourcing_risk_score,earliest_recommended_order_date,synthetic_dependency_flag
mvp_3plant,all_in,NW01,RM-COIL-TI,2028-Q1,150526.99928387097,150526.99928387097,13,1.0,1.0,2027-12-04,False
mvp_3plant,all_in,NW01,RM-COIL-TI,2028-Q2,233863.9392,233863.9392,13,1.0,1.0,2028-03-04,False
mvp_3plant,all_in,NW01,RM-COIL-TI,2028-Q3,133032.60622580646,133032.60622580646,13,1.0,1.0,2028-06-03,False
mvp_3plant,all_in,NW01,RM-COIL-TI,2028-Q4,11983.026774193548,11983.026774193548,5,1.0,1.0,2028-09-02,False
mvp_3plant,all_in,NW01,RM-COMP-AFLAS,2026-Q1,446.2005483870967,446.2005483870967,5,1.0,1.0,2026-01-24,False
mvp_3plant,all_in,NW01,RM-COMP-AFLAS,2026-Q2,2374.8969849462364,2374.8969849462364,13,1.0,1.0,2026-02-28,False
mvp_3plant,all_in,NW01,RM-COMP-AFLAS,2026-Q3,2168.8279666666663,2168.8279666666663,13,1.0,1.0,2026-05-30,False
mvp_3plant,all_in,NW01,RM-COMP-AFLAS,2026-Q4,488.46349999999995,488.46349999999995,10,1.0,1.0,2026-08-29,False
mvp_3plant,all_in,NW01,RM-COMP-AFLAS,2028-Q2,123.78193548387097,123.78193548387097,5,1.0,1.0,2028-04-29,False
mvp_3plant,all_in,NW01,RM-COMP-AFLAS,2028-Q3,525.5303225806451,525.5303225806451,13,1.0,1.0,2028-06-03,False
mvp_3plant,all_in,NW01,RM-COMP-AFLAS,2028-Q4,505.02774193548385,505.02774193548385,13,1.0,1.0,2028-09-02,False
mvp_3plant,all_in,NW01,RM-COMP-EPDM,2026-Q2,3331.1741333333325,3331.1741333333325,9,1.0,1.0,2026-03-28,False
mvp_3plant,all_in,NW01,RM-COMP-EPDM,2026-Q3,6483.322466666666,6483.322466666666,13,1.0,1.0,2026-05-30,False
mvp_3plant,all_in,NW01,RM-COMP-EPDM,2026-Q4,5700.492399999999,5700.492399999999,14,1.0,1.0,2026-08-29,False
mvp_3plant,all_in,NW01,RM-COMP-EPDM,2027-Q1,8006.85889032258,8006.85889032258,13,1.0,1.0,2026-12-05,False
mvp_3plant,all_in,NW01,RM-COMP-EPDM,2027-Q2,5907.497238709677,5907.497238709677,13,1.0,1.0,2027-03-06,False
mvp_3plant,all_in,NW01,RM-COMP-EPDM,2027-Q3,3128.959741935484,3128.959741935484,13,1.0,1.0,2027-06-05,False
mvp_3plant,all_in,NW01,RM-COMP-EPDM,2027-Q4,8850.887225806451,8850.887225806451,13,1.0,1.0,2027-09-04,False
mvp_3plant,all_in,NW01,RM-COMP-EPDM,2028-Q1,6743.297032258064,6743.297032258064,13,1.0,1.0,2027-12-04,False
mvp_3plant,all_in,NW01,RM-COMP-EPDM,2028-Q2,1366.248,1366.248,9,1.0,1.0,2028-03-04,False
mvp_3plant,all_in,NW01,RM-COMP-FKM,2026-Q1,430.9783548387096,430.9783548387096,5,1.0,1.0,2026-01-24,False
mvp_3plant,all_in,NW01,RM-COMP-FKM,2026-Q2,2293.8770451612904,2293.8770451612904,13,1.0,1.0,2026-02-28,False
mvp_3plant,all_in,NW01,RM-COMP-FKM,2026-Q3,2094.8381,2094.8381,13,1.0,1.0,2026-05-30,False
mvp_3plant,all_in,NW01,RM-COMP-FKM,2026-Q4,11043.8955,11043.8955,14,1.0,1.0,2026-08-29,False
mvp_3plant,all_in,NW01,RM-COMP-FKM,2027-Q1,17062.703896774194,17062.703896774194,13,1.0,1.0,2026-12-05,False
mvp_3plant,all_in,NW01,RM-COMP-FKM,2027-Q2,6023.0592,6023.0592,13,1.0,1.0,2027-03-06,False
mvp_3plant,all_in,NW01,RM-COMP-FKM,2027-Q4,426.10993548387097,426.10993548387097,1,1.0,1.0,2027-11-27,False
mvp_3plant,all_in,NW01,RM-COMP-FKM,2028-Q1,3798.322,3798.322,9,1.0,1.0,2028-01-01,False
mvp_3plant,all_in,NW01,RM-COMP-FKM,2028-Q2,8729.032258064515,8729.032258064515,13,1.0,1.0,2028-03-04,False
mvp_3plant,all_in,NW01,RM-COMP-FKM,2028-Q3,4522.686193548387,4522.686193548387,13,1.0,1.0,2028-06-03,False
mvp_3plant,all_in,NW01,RM-COMP-FKM,2028-Q4,567.8235483870967,567.8235483870967,5,1.0,1.0,2028-09-02,False
mvp_3plant,all_in,NW01,RM-COMP-HNBR,2026-Q1,981.632129032258,981.632129032258,13,1.0,1.0,2025-11-29,False
mvp_3plant,all_in,NW01,RM-COMP-HNBR,2026-Q2,5999.590004301074,5999.590004301074,13,1.0,1.0,2026-02-28,False
mvp_3plant,all_in,NW01,RM-COMP-HNBR,2026-Q3,9346.982466666666,9346.982466666666,13,1.0,1.0,2026-05-30,False
mvp_3plant,all_in,NW01,RM-COMP-HNBR,2026-Q4,5747.013496774193,5747.013496774193,14,1.0,1.0,2026-08-29,False
mvp_3plant,all_in,NW01,RM-COMP-HNBR,2027-Q1,630.1083870967742,630.1083870967742,4,1.0,1.0,2026-12-05,False
mvp_3plant,all_in,NW01,RM-COMP-HNBR,2027-Q4,45.00774193548387,45.00774193548387,1,1.0,1.0,2027-11-27,False
mvp_3plant,all_in,NW01,RM-COMP-NBR,2028-Q2,101.77625806451611,101.77625806451611,5,1.0,1.0,2028-04-29,False
mvp_3plant,all_in,NW01,RM-COMP-NBR,2028-Q3,432.10270967741934,432.10270967741934,13,1.0,1.0,2028-06-03,False
mvp_3plant,all_in,NW01,RM-COMP-NBR,2028-Q4,415.24503225806444,415.24503225806444,13,1.0,1.0,2028-09-02,False
mvp_3plant,all_in,NW01,RM-COMP-SILI,2026-Q1,759.4218709677419,759.4218709677419,13,1.0,1.0,2025-11-29,False
mvp_3plant,all_in,NW01,RM-COMP-SILI,2026-Q2,1135.5218623655915,1135.5218623655915,13,1.0,1.0,2026-02-28,False
mvp_3plant,all_in,NW01,RM-COMP-SILI,2026-Q3,407.63806666666665,407.63806666666665,13,1.0,1.0,2026-05-30,False
mvp_3plant,all_in,NW01,RM-COMP-SILI,2026-Q4,1508.4151032258064,1508.4151032258064,6,1.0,1.0,2026-08-29,False
mvp_3plant,all_in,NW01,RM-COMP-SILI,2027-Q1,7471.152845161289,7471.152845161289,13,1.0,1.0,2026-12-05,False
mvp_3plant,all_in,NW01,RM-COMP-SILI,2027-Q2,5850.694380645161,5850.694380645161,13,1.0,1.0,2027-03-06,False
mvp_3plant,all_in,NW01,RM-COMP-SILI,2027-Q3,1297.9794193548387,1297.9794193548387,9,1.0,1.0,2027-06-05,False
mvp_3plant,all_in,NW01,RM-COMP-SILI,2027-Q4,111.57890322580646,111.57890322580646,1,1.0,1.0,2027-11-27,False
mvp_3plant,all_in,NW02,RM-COIL-AL,2026-Q3,51008.353200000005,51008.353200000005,9,1.0,1.0,2026-06-27,False
mvp_3plant,all_in,NW02,RM-COIL-AL,2026-Q4,134574.90480000002,134574.90480000002,14,1.0,1.0,2026-08-29,False
mvp_3plant,all_in,NW02,RM-COIL-AL,2027-Q1,62604.89561290322,62604.89561290322,13,1.0,1.0,2026-12-05,False
mvp_3plant,all_in,NW02,RM-COIL-AL,2027-Q2,6415.318,6415.318,4,1.0,1.0,2027-03-06,False
mvp_3plant,all_in,NW02,RM-COIL-AL,2027-Q4,38162.56025806452,38162.56025806452,5,1.0,1.0,2027-10-30,False
mvp_3plant,all_in,NW02,RM-COIL-AL,2028-Q1,174830.30855913978,174830.30855913978,13,1.0,1.0,2027-12-04,False
mvp_3plant,all_in,NW02,RM-COIL-AL,2028-Q2,140166.29531182797,140166.29531182797,13,1.0,1.0,2028-03-04,False
mvp_3plant,all_in,NW02,RM-COIL-AL,2028-Q3,30001.259354838712,30001.259354838712,9,1.0,1.0,2028-06-03,False
mvp_3plant,all_in,NW02,RM-COIL-HC276,2026-Q1,73102.86109677418,73102.86109677418,9,1.0,1.0,2025-12-27,False
mvp_3plant,all_in,NW02,RM-COIL-HC276,2026-Q2,166857.73743655914,166857.73743655914,13,1.0,1.0,2026-02-28,False
mvp_3plant,all_in,NW02,RM-COIL-HC276,2026-Q3,116223.88506666665,116223.88506666665,13,1.0,1.0,2026-05-30,False
mvp_3plant,all_in,NW02,RM-COIL-HC276,2026-Q4,106788.7324,106788.7324,14,1.0,1.0,2026-08-29,False
mvp_3plant,all_in,NW02,RM-COIL-HC276,2027-Q1,504396.5758451613,504396.5758451613,13,1.0,1.0,2026-12-05,False
mvp_3plant,all_in,NW02,RM-COIL-HC276,2027-Q2,633274.2181548388,633274.2181548388,13,1.0,1.0,2027-03-06,False
mvp_3plant,all_in,NW02,RM-COIL-HC276,2027-Q3,442562.91670967743,442562.91670967743,13,1.0,1.0,2027-06-05,False
mvp_3plant,all_in,NW02,RM-COIL-HC276,2027-Q4,333141.4738387097,333141.4738387097,13,1.0,1.0,2027-09-04,False
mvp_3plant,all_in,NW02,RM-COIL-HC276,2028-Q1,173690.3256236559,173690.3256236559,13,1.0,1.0,2027-12-04,False
mvp_3plant,all_in,NW02,RM-COIL-HC276,2028-Q2,160177.9270860215,160177.9270860215,13,1.0,1.0,2028-03-04,False
mvp_3plant,all_in,NW02,RM-COIL-HC276,2028-Q3,200382.1969677419,200382.1969677419,13,1.0,1.0,2028-06-03,False
mvp_3plant,all_in,NW02,RM-COIL-HC276,2028-Q4,73348.9836129032,73348.9836129032,13,1.0,1.0,2028-09-02,False
mvp_3plant,all_in,NW02,RM-COIL-NI,2026-Q1,65525.24029032258,65525.24029032258,9,1.0,1.0,2025-12-27,False
mvp_3plant,all_in,NW02,RM-COIL-NI,2026-Q2,149561.7705763441,149561.7705763441,13,1.0,1.0,2026-02-28,False
mvp_3plant,all_in,NW02,RM-COIL-NI,2026-Q3,104176.46973333333,104176.46973333333,13,1.0,1.0,2026-05-30,False
mvp_3plant,all_in,NW02,RM-COIL-NI,2026-Q4,12435.130400000002,12435.130400000002,5,1.0,1.0,2026-08-29,False
mvp_3plant,all_in,NW02,RM-COIL-NI,2027-Q3,104234.3039032258,104234.3039032258,10,1.0,1.0,2027-06-26,False
mvp_3plant,all_in,NW02,RM-COIL-NI,2027-Q4,216428.2530967742,216428.2530967742,13,1.0,1.0,2027-09-04,False
mvp_3plant,all_in,NW02,RM-COIL-NI,2028-Q1,120283.31902580646,120283.31902580646,13,1.0,1.0,2027-12-04,False
mvp_3plant,all_in,NW02,RM-COIL-NI,2028-Q2,10578.7472,10578.7472,4,1.0,1.0,2028-03-04,False
mvp_3plant,all_in,NW02,RM-COIL-SS304,2027-Q2,2982.8920000000003,2982.8920000000003,1,1.0,1.0,2027-05-29,False
mvp_3plant,all_in,NW02,RM-COIL-SS304,2027-Q3,218248.85645161287,218248.85645161287,13,1.0,1.0,2027-06-05,False
mvp_3plant,all_in,NW02,RM-COIL-SS304,2027-Q4,326049.5295483871,326049.5295483871,13,1.0,1.0,2027-09-04,False
mvp_3plant,all_in,NW02,RM-COIL-SS304,2028-Q1,174689.29892688175,174689.29892688175,13,1.0,1.0,2027-12-04,False
mvp_3plant,all_in,NW02,RM-COIL-SS304,2028-Q2,200877.2630408602,200877.2630408602,13,1.0,1.0,2028-03-04,False
mvp_3plant,all_in,NW02,RM-COIL-SS304,2028-Q3,406912.7338064516,406912.7338064516,13,1.0,1.0,2028-06-03,False
mvp_3plant,all_in,NW02,RM-COIL-SS304,2028-Q4,234205.24741935483,234205.24741935483,13,1.0,1.0,2028-09-02,False
mvp_3plant,all_in,NW02,RM-COIL-SS316,2027-Q1,379129.34671612905,379129.34671612905,13,1.0,1.0,2026-12-05,False
mvp_3plant,all_in,NW02,RM-COIL-SS316,2027-Q2,479138.7598967742,479138.7598967742,13,1.0,1.0,2027-03-06,False
mvp_3plant,all_in,NW02,RM-COIL-SS316,2027-Q3,158504.08248387094,158504.08248387094,13,1.0,1.0,2027-06-05,False
mvp_3plant,all_in,NW02,RM-COIL-SS316,2027-Q4,86976.30974193547,86976.30974193547,13,1.0,1.0,2027-09-04,False
mvp_3plant,all_in,NW02,RM-COIL-SS316,2028-Q1,246961.61428387096,246961.61428387096,13,1.0,1.0,2027-12-04,False
mvp_3plant,all_in,NW02,RM-COIL-SS316,2028-Q2,182691.23187741934,182691.23187741934,13,1.0,1.0,2028-03-04,False
mvp_3plant,all_in,NW02,RM-COIL-SS316,2028-Q3,37711.21032258065,37711.21032258065,9,1.0,1.0,2028-06-03,False
mvp_3plant,all_in,NW02,RM-COIL-TI,2026-Q1,42467.32529032258,42467.32529032258,9,1.0,1.0,2025-12-27,False
mvp_3plant,all_in,NW02,RM-COIL-TI,2026-Q2,99995.49044301076,99995.49044301076,13,1.0,1.0,2026-02-28,False
mvp_3plant,all_in,NW02,RM-COIL-TI,2026-Q3,110809.87146666666,110809.87146666666,13,1.0,1.0,2026-05-30,False
mvp_3plant,all_in,NW02,RM-COIL-TI,2026-Q4,133776.5668,133776.5668,14,1.0,1.0,2026-08-29,False
mvp_3plant,all_in,NW02,RM-COIL-TI,2027-Q1,71247.95431827958,71247.95431827958,13,1.0,1.0,2026-12-05,False
mvp_3plant,all_in,NW02,RM-COIL-TI,2027-Q2,76093.0096172043,76093.0096172043,13,1.0,1.0,2027-03-06,False
mvp_3plant,all_in,NW02,RM-COIL-TI,2027-Q3,289141.7805806452,289141.7805806452,13,1.0,1.0,2027-06-05,False
mvp_3plant,all_in,NW02,RM-COIL-TI,2027-Q4,329187.16396774194,329187.16396774194,13,1.0,1.0,2027-09-04,False
mvp_3plant,all_in,NW02,RM-COIL-TI,2028-Q1,236862.57216989246,236862.57216989246,13,1.0,1.0,2027-12-04,False
mvp_3plant,all_in,NW02,RM-COIL-TI,2028-Q2,104072.66924946236,104072.66924946236,13,1.0,1.0,2028-03-04,False
mvp_3plant,all_in,NW02,RM-COIL-TI,2028-Q3,36779.63483870967,36779.63483870967,13,1.0,1.0,2028-06-03,False
mvp_3plant,all_in,NW02,RM-COIL-TI,2028-Q4,14437.52664516129,14437.52664516129,13,1.0,1.0,2028-09-02,False
mvp_3plant,all_in,NW02,RM-COMP-AFLAS,2026-Q3,1981.4,1981.4,9,1.0,1.0,2026-06-27,False
mvp_3plant,all_in,NW02,RM-COMP-AFLAS,2026-Q4,4947.6,4947.6,14,1.0,1.0,2026-08-29,False
mvp_3plant,all_in,NW02,RM-COMP-AFLAS,2027-Q1,2210.337634408602,2210.337634408602,13,1.0,1.0,2026-12-05,False
mvp_3plant,all_in,NW02,RM-COMP-AFLAS,2027-Q2,289.0333333333333,289.0333333333333,4,1.0,1.0,2027-03-06,False
mvp_3plant,all_in,NW02,RM-COMP-AFLAS,2027-Q4,67.41935483870968,67.41935483870968,1,1.0,1.0,2027-11-27,False
mvp_3plant,all_in,NW02,RM-COMP-AFLAS,2028-Q2,1402.1256129032258,1402.1256129032258,5,1.0,1.0,2028-04-29,False
mvp_3plant,all_in,NW02,RM-COMP-AFLAS,2028-Q3,4931.053612903225,4931.053612903225,13,1.0,1.0,2028-06-03,False
mvp_3plant,all_in,NW02,RM-COMP-AFLAS,2028-Q4,4777.554774193548,4777.554774193548,13,1.0,1.0,2028-09-02,False
mvp_3plant,all_in,NW02,RM-COMP-EPDM,2026-Q4,1928.19,1928.19,10,1.0,1.0,2026-09-26,False
mvp_3plant,all_in,NW02,RM-COMP-EPDM,2027-Q1,5012.022258064516,5012.022258064516,13,1.0,1.0,2026-12-05,False
mvp_3plant,all_in,NW02,RM-COMP-EPDM,2027-Q2,2415.7561290322583,2415.7561290322583,13,1.0,1.0,2027-03-06,False
mvp_3plant,all_in,NW02,RM-COMP-EPDM,2027-Q3,191.13387096774193,191.13387096774193,4,1.0,1.0,2027-06-05,False
mvp_3plant,all_in,NW02,RM-COMP-EPDM,2027-Q4,93.8051612903226,93.8051612903226,1,1.0,1.0,2027-11-27,False
mvp_3plant,all_in,NW02,RM-COMP-FKM,2026-Q1,10754.24580645161,10754.24580645161,13,1.0,1.0,2025-11-29,False
mvp_3plant,all_in,NW02,RM-COMP-FKM,2026-Q2,10492.773393548387,10492.773393548387,13,1.0,1.0,2026-02-28,False
mvp_3plant,all_in,NW02,RM-COMP-FKM,2026-Q3,5755.5828,5755.5828,13,1.0,1.0,2026-05-30,False
mvp_3plant,all_in,NW02,RM-COMP-FKM,2026-Q4,2824.7833225806453,2824.7833225806453,11,1.0,1.0,2026-08-29,False
mvp_3plant,all_in,NW02,RM-COMP-FKM,2027-Q1,18829.16249247312,18829.16249247312,13,1.0,1.0,2026-12-05,False
mvp_3plant,all_in,NW02,RM-COMP-FKM,2027-Q2,25966.120830107528,25966.120830107528,13,1.0,1.0,2027-03-06,False
mvp_3plant,all_in,NW02,RM-COMP-FKM,2027-Q3,12398.425774193549,12398.425774193549,13,1.0,1.0,2027-06-05,False
mvp_3plant,all_in,NW02,RM-COMP-FKM,2027-Q4,2561.2926451612902,2561.2926451612902,10,1.0,1.0,2027-09-04,False
mvp_3plant,all_in,NW02,RM-COMP-HNBR,2026-Q1,9398.855322580644,9398.855322580644,13,1.0,1.0,2025-11-29,False
mvp_3plant,all_in,NW02,RM-COMP-HNBR,2026-Q2,9170.337077419354,9170.337077419354,13,1.0,1.0,2026-02-28,False
mvp_3plant,all_in,NW02,RM-COMP-HNBR,2026-Q3,5030.1891,5030.1891,13,1.0,1.0,2026-05-30,False
mvp_3plant,all_in,NW02,RM-COMP-HNBR,2026-Q4,278.04062903225804,278.04062903225804,2,1.0,1.0,2026-08-29,False
mvp_3plant,all_in,NW02,RM-COMP-HNBR,2027-Q1,6874.622498924732,6874.622498924732,13,1.0,1.0,2026-12-05,False
mvp_3plant,all_in,NW02,RM-COMP-HNBR,2027-Q2,6199.513597849463,6199.513597849463,13,1.0,1.0,2027-03-06,False
mvp_3plant,all_in,NW02,RM-COMP-HNBR,2027-Q3,3752.853548387097,3752.853548387097,13,1.0,1.0,2027-06-05,False
mvp_3plant,all_in,NW02,RM-COMP-HNBR,2027-Q4,7084.840032258064,7084.840032258064,13,1.0,1.0,2027-09-04,False
mvp_3plant,all_in,NW02,RM-COMP-HNBR,2028-Q1,4824.879408602151,4824.879408602151,13,1.0,1.0,2027-12-04,False
mvp_3plant,all_in,NW02,RM-COMP-HNBR,2028-Q2,1464.0383333333334,1464.0383333333334,9,1.0,1.0,2028-03-04,False
mvp_3plant,all_in,NW02,RM-COMP-NBR,2026-Q1,1800.2462903225803,1800.2462903225803,13,1.0,1.0,2025-11-29,False
mvp_3plant,all_in,NW02,RM-COMP-NBR,2026-Q2,2400.1737096774195,2400.1737096774195,13,1.0,1.0,2026-02-28,False
mvp_3plant,all_in,NW02,RM-COMP-NBR,2026-Q3,917.6808,917.6808,13,1.0,1.0,2026-05-30,False
mvp_3plant,all_in,NW02,RM-COMP-NBR,2026-Q4,59.53136129032258,59.53136129032258,2,1.0,1.0,2026-08-29,False
mvp_3plant,all_in,NW02,RM-COMP-SILI,2027-Q2,1500.7105806451614,1500.7105806451614,5,1.0,1.0,2027-05-01,False
mvp_3plant,all_in,NW02,RM-COMP-SILI,2027-Q3,5862.210806451613,5862.210806451613,13,1.0,1.0,2027-06-05,False
mvp_3plant,all_in,NW02,RM-COMP-SILI,2027-Q4,4197.667612903226,4197.667612903226,13,1.0,1.0,2027-09-04,False
mvp_3plant,all_in,NW02,RM-COMP-SILI,2028-Q1,1158.7435483870968,1158.7435483870968,9,1.0,1.0,2027-12-04,False
mvp_3plant,all_in,NW05,RM-COIL-AL,2027-Q1,239.74826666666667,239.74826666666667,1,1.0,1.0,2027-02-27,False
mvp_3plant,all_in,NW05,RM-COIL-AL,2027-Q2,42974.867636559145,42974.867636559145,13,1.0,1.0,2027-03-06,False
mvp_3plant,all_in,NW05,RM-COIL-AL,2027-Q3,76468.11887096775,76468.11887096775,13,1.0,1.0,2027-06-05,False
mvp_3plant,all_in,NW05,RM-COIL-AL,2027-Q4,39939.62422580646,39939.62422580646,13,1.0,1.0,2027-09-04,False
mvp_3plant,all_in,NW05,RM-COIL-AL,2028-Q1,5381.152290322581,5381.152290322581,6,1.0,1.0,2027-12-04,False
mvp_3plant,all_in,NW05,RM-COIL-AL,2028-Q2,132820.3169032258,132820.3169032258,13,1.0,1.0,2028-03-04,False
mvp_3plant,all_in,NW05,RM-COIL-AL,2028-Q3,145701.10148387094,145701.10148387094,13,1.0,1.0,2028-06-03,False
mvp_3plant,all_in,NW05,RM-COIL-AL,2028-Q4,59239.85561290322,59239.85561290322,13,1.0,1.0,2028-09-02,False
