scope_id,scenario,plant,work_center,week,nominal_available_capacity_hours,scheduled_maintenance_hours,downtime_buffer_hours,effective_available_capacity_hours,total_load_hours,overload_hours,overload_pct,bottleneck_flag
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W08,40.6,0.0,0.0,40.6,9738.8211,9698.2211,238.872441,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W09,40.6,8.0,0.0,32.6,9350.1197,9317.5197,285.813487,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W10,40.6,0.0,0.0,40.6,9432.0375,9391.4375,231.316194,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W11,40.6,0.0,0.0,40.6,10420.4433,10379.8433,255.661165,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W12,40.6,0.0,0.0,40.6,8857.5045,8816.9045,217.165135,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W13,40.6,8.0,0.0,32.6,9747.4793,9714.8793,298.002434,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W14,40.6,0.0,0.0,40.6,8516.8015,8476.2015,208.773436,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W15,40.6,0.0,0.0,40.6,8962.9653,8922.3653,219.762692,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W16,40.6,0.0,0.0,40.6,10375.6209,10335.0209,254.557165,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W17,40.6,8.0,0.0,32.6,8816.6405,8784.0405,269.449095,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W18,40.6,0.0,0.0,40.6,9413.6577,9373.0577,230.86349,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W19,40.6,0.0,0.0,40.6,11408.8955,11368.2955,280.007279,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W20,40.6,0.0,0.0,40.6,8785.7117,8745.1117,215.39684,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W21,40.6,8.0,0.0,32.6,10798.1341,10765.5341,330.231108,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W22,40.6,0.0,0.0,40.6,8513.9286,8473.3286,208.702676,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W23,40.6,0.0,0.0,40.6,9008.8203,8968.2203,220.892126,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W24,40.6,0.0,0.0,40.6,8401.4691,8360.8691,205.932737,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W25,40.6,8.0,0.0,32.6,8830.8827,8798.2827,269.885973,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W26,40.6,0.0,0.0,40.6,8552.4594,8511.8594,209.651709,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W27,40.6,0.0,0.0,40.6,10371.6027,10331.0027,254.458193,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W28,40.6,0.0,0.0,40.6,10421.7447,10381.1447,255.693218,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W29,40.6,8.0,0.0,32.6,10371.2189,10338.6189,317.135548,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W30,40.6,0.0,0.0,40.6,10457.1525,10416.5525,256.565333,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W31,40.6,0.0,0.0,40.6,8560.3301,8519.7301,209.845568,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W32,40.6,0.0,0.0,40.6,11087.1267,11046.5267,272.081938,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W33,40.6,8.0,0.0,32.6,8888.5563,8855.9563,271.6551,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W34,40.6,0.0,0.0,40.6,10020.0073,9979.4073,245.798209,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W35,40.6,0.0,0.0,40.6,10225.3724,10184.7724,250.856464,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W36,40.6,0.0,0.0,40.6,10910.2847,10869.6847,267.726225,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W37,40.6,8.0,0.0,32.6,10472.9035,10440.3035,320.254709,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W38,40.6,0.0,0.0,40.6,9737.0947,9696.4947,238.829919,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W39,40.6,0.0,0.0,40.6,10744.8895,10704.2895,263.652451,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W40,40.6,0.0,0.0,40.6,8814.4002,8773.8002,216.103454,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W41,40.6,8.0,0.0,32.6,10044.285,10011.685,307.106902,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W42,40.6,0.0,0.0,40.6,10054.9038,10014.3038,246.65773,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W43,40.6,0.0,0.0,40.6,10860.1044,10819.5044,266.490257,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W44,40.6,0.0,0.0,40.6,10737.5335,10696.9335,263.471268,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W45,40.6,8.0,0.0,32.6,9142.7479,9110.1479,279.452389,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W46,40.6,0.0,0.0,40.6,10594.1813,10553.5813,259.940426,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W47,40.6,0.0,0.0,40.6,11079.2367,11038.6367,271.887603,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W48,40.6,0.0,0.0,40.6,11214.4887,11173.8887,275.218933,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W49,40.6,8.0,0.0,32.6,9321.2267,9288.6267,284.927199,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W50,40.6,0.0,0.0,40.6,10406.2979,10365.6979,255.312756,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W51,40.6,0.0,0.0,40.6,11296.3857,11255.7857,277.2361,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2027-W52,40.6,0.0,0.0,40.6,8744.1156,8703.5156,214.372306,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W01,40.6,8.0,0.0,32.6,9873.1915,9840.5915,301.858636,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W02,40.6,0.0,0.0,40.6,11033.4585,10992.8585,270.760063,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W03,40.6,0.0,0.0,40.6,10537.4509,10496.8509,258.543127,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W04,40.6,0.0,0.0,40.6,10769.7069,10729.1069,264.263718,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W05,40.6,8.0,0.0,32.6,10303.4954,10270.8954,315.05814,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W06,40.6,0.0,0.0,40.6,10468.1753,10427.5753,256.836829,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W07,40.6,0.0,0.0,40.6,11263.6227,11223.0227,276.429129,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W08,40.6,0.0,0.0,40.6,9419.1467,9378.5467,230.998686,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W09,40.6,8.0,0.0,32.6,9342.7982,9310.1982,285.588903,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W10,40.6,0.0,0.0,40.6,11062.1327,11021.5327,271.466323,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W11,40.6,0.0,0.0,40.6,11106.5663,11065.9663,272.560746,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W12,40.6,0.0,0.0,40.6,10925.4669,10884.8669,268.10017,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W13,40.6,8.0,0.0,32.6,8403.2151,8370.6151,256.767334,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W14,40.6,0.0,0.0,40.6,11165.3959,11124.7959,274.009751,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W15,40.6,0.0,0.0,40.6,10107.5779,10066.9779,247.955121,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W16,40.6,0.0,0.0,40.6,10765.5511,10724.9511,264.161357,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W17,40.6,8.0,0.0,32.6,10290.9881,10258.3881,314.674482,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W18,40.6,0.0,0.0,40.6,11325.0391,11284.4391,277.941851,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W19,40.6,0.0,0.0,40.6,10214.8933,10174.2933,250.598358,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W20,40.6,0.0,0.0,40.6,10654.0501,10613.4501,261.415028,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W21,40.6,8.0,0.0,32.6,10662.3235,10629.7235,326.065139,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W22,40.6,0.0,0.0,40.6,9034.368,8993.768,221.521379,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W23,40.6,0.0,0.0,40.6,10060.1602,10019.5602,246.787197,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W24,40.6,0.0,0.0,40.6,10102.3118,10061.7118,247.825414,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W25,40.6,8.0,0.0,32.6,9697.026,9664.426,296.454785,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W26,40.6,0.0,0.0,40.6,10947.0732,10906.4732,268.632345,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W27,40.6,0.0,0.0,40.6,10556.3542,10515.7542,259.008724,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W28,40.6,0.0,0.0,40.6,10602.1942,10561.5942,260.137788,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W29,40.6,8.0,0.0,32.6,8662.5814,8629.9814,264.723356,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W30,40.6,0.0,0.0,40.6,11232.4996,11191.8996,275.662552,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W31,40.6,0.0,0.0,40.6,9371.9264,9331.3264,229.835626,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W32,40.6,0.0,0.0,40.6,10987.7574,10947.1574,269.634419,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W33,40.6,8.0,0.0,32.6,9245.8218,9213.2218,282.614166,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W34,40.6,0.0,0.0,40.6,8904.5884,8863.9884,218.324837,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W35,40.6,0.0,0.0,40.6,10795.701,10755.101,264.903966,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W36,40.6,0.0,0.0,40.6,11135.8518,11095.2518,273.282064,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W37,40.6,8.0,0.0,32.6,8618.058,8585.458,263.357607,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W38,40.6,0.0,0.0,40.6,8570.2704,8529.6704,210.090404,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W39,40.6,0.0,0.0,40.6,9267.7744,9227.1744,227.270305,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W40,40.6,0.0,0.0,40.6,10313.6806,10273.0806,253.031542,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W41,40.6,8.0,0.0,32.6,10164.9624,10132.3624,310.808663,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W42,40.6,0.0,0.0,40.6,9480.7228,9440.1228,232.51534,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W43,40.6,0.0,0.0,40.6,9510.6052,9470.0052,233.25136,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W44,40.6,0.0,0.0,40.6,8296.0178,8255.4178,203.335414,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W45,40.6,8.0,0.0,32.6,9410.0082,9377.4082,287.650558,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W46,40.6,0.0,0.0,40.6,9049.7928,9009.1928,221.9013,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W47,40.6,0.0,0.0,40.6,9876.2384,9835.6384,242.257103,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W48,40.6,0.0,0.0,40.6,9319.5008,9278.9008,228.544355,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W49,40.6,8.0,0.0,32.6,10513.3294,10480.7294,321.494767,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W50,40.6,0.0,0.0,40.6,9775.9816,9735.3816,239.787724,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W51,40.6,0.0,0.0,40.6,9029.3366,8988.7366,221.397453,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_ASSY_1,2028-W52,40.6,0.0,0.0,40.6,11204.9352,11164.3352,274.983626,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W01,40.6,0.0,0.0,40.6,7481.3801,7440.7801,183.270446,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W02,40.6,0.0,0.0,40.6,7500.7675,7460.1675,183.747968,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W03,40.6,0.0,0.0,40.6,7518.7079,7478.1079,184.18985,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W04,40.6,4.0,0.0,36.6,9081.3563,9044.7563,247.12449,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W05,40.6,0.0,0.0,40.6,8693.7671,8653.1671,213.132195,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W06,40.6,0.0,0.0,40.6,9602.9163,9562.3163,235.525032,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W07,40.6,0.0,0.0,40.6,7886.9061,7846.3061,193.258771,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W08,40.6,0.0,0.0,40.6,7763.8269,7723.2269,190.227264,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W09,40.6,0.0,0.0,40.6,8707.0744,8666.4744,213.45996,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W10,40.6,0.0,0.0,40.6,9564.6047,9524.0047,234.581397,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W11,40.6,0.0,0.0,40.6,7734.6149,7694.0149,189.507757,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W12,40.6,4.0,0.0,36.6,7766.2061,7729.6061,211.191424,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W13,40.6,0.0,0.0,40.6,7227.8175,7187.2175,177.025062,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W14,40.6,0.0,0.0,40.6,7944.0536,7903.4536,194.666344,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W15,40.6,0.0,0.0,40.6,8360.148,8319.548,204.914975,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W16,40.6,0.0,0.0,40.6,9216.4968,9175.8968,226.00731,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W17,40.6,0.0,0.0,40.6,9678.735,9638.135,237.392487,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W18,40.6,0.0,0.0,40.6,7134.2734,7093.6734,174.72102,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W19,40.6,0.0,0.0,40.6,9376.0519,9335.4519,229.937238,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W20,40.6,4.0,0.0,36.6,8988.1599,8951.5599,244.578139,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W21,40.6,0.0,0.0,40.6,8501.7229,8461.1229,208.402041,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W22,40.6,0.0,0.0,40.6,7925.0261,7884.4261,194.197687,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W23,40.6,0.0,0.0,40.6,7433.2441,7392.6441,182.08483,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W24,40.6,0.0,0.0,40.6,7841.8603,7801.2603,192.149268,True
mvp_3plant,baseline_maintenance,NW01,P01_NW01_EXTRUSION_1,2026-W25,40.6,0.0,0.0,40.6,8770.3209,8729.7209,215.017756,True
