scenario_name,scenario_confidence,project_id,plant,material,work_center,year,week,demand_qty,demand_hours,reason_code
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2027,33,309.35483870967744,4.671258064516129,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2027,34,309.35483870967744,4.671258064516129,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2027,35,329.38709677419354,4.9737451612903225,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2027,36,337.4,5.09474,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2027,37,337.4,5.09474,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2027,38,337.4,5.09474,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2027,39,344.4451612903226,5.2011219354838705,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2027,40,353.83870967741933,5.342964516129032,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2027,41,353.83870967741933,5.342964516129032,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2027,42,353.83870967741933,5.342964516129032,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2027,43,353.83870967741933,5.342964516129032,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2027,44,296.1,4.47111,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2027,45,296.1,4.47111,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2027,46,296.1,4.47111,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2027,47,296.1,4.47111,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2027,48,235.08387096774192,3.549766451612903,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2027,49,210.6774193548387,3.1812290322580643,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2027,50,210.6774193548387,3.1812290322580643,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2027,51,210.6774193548387,3.1812290322580643,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2027,52,150.48387096774192,2.272306451612903,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2028,1,120.12903225806451,1.8139483870967743,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2028,2,120.12903225806451,1.8139483870967743,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2028,3,120.12903225806451,1.8139483870967743,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2028,4,120.12903225806451,1.8139483870967743,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2028,5,73.64404894327029,1.1120251390433815,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2028,6,65.89655172413794,0.9950379310344829,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2028,7,65.89655172413794,0.9950379310344829,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2028,8,65.89655172413794,0.9950379310344829,READY
all_in,1.0,SF-100001,NW04,MAT-101174,P01_NW04_PRESS_1,2028,9,18.82758620689655,0.2842965517241379,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,9,143.96774193548387,2.4378537634408604,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,10,1007.7741935483871,17.064976344086023,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,11,1007.7741935483871,17.064976344086023,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,12,1007.7741935483871,17.064976344086023,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,13,1007.7741935483871,17.064976344086023,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,14,1638.1021505376343,27.73852974910394,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,15,1890.2333333333333,32.00795111111111,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,16,1890.2333333333333,32.00795111111111,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,17,1890.2333333333333,32.00795111111111,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,18,2046.9075268817203,34.66096745519714,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,19,2255.806451612903,38.19832258064516,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,20,2255.806451612903,38.19832258064516,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,21,2255.806451612903,38.19832258064516,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,22,2255.806451612903,38.19832258064516,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,23,2759.633333333333,46.72979111111111,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,24,2759.633333333333,46.72979111111111,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,25,2759.633333333333,46.72979111111111,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,26,2759.633333333333,46.72979111111111,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,27,2273.789247311828,38.50283125448029,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,28,2079.451612903226,35.21204731182796,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,29,2079.451612903226,35.21204731182796,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,30,2079.451612903226,35.21204731182796,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,31,1932.8064516129032,32.7288559139785,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,32,1566.1935483870968,26.520877419354843,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,33,1566.1935483870968,26.520877419354843,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,34,1566.1935483870968,26.520877419354843,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,35,1566.1935483870968,26.520877419354843,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,36,1463.341935483871,24.779256774193556,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,37,1446.2,24.48898666666667,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,38,1446.2,24.48898666666667,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,39,1446.2,24.48898666666667,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,40,1083.9290322580646,18.35453161290323,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,41,812.2258064516129,13.753690322580647,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,42,812.2258064516129,13.753690322580647,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,43,812.2258064516129,13.753690322580647,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,44,741.3602150537633,12.55369964157706,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,45,316.1666666666667,5.353755555555557,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,46,316.1666666666667,5.353755555555557,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,47,316.1666666666667,5.353755555555557,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,48,316.1666666666667,5.353755555555557,READY
all_in,1.0,SF-100008,NW04,MAT-101094,P01_NW04_PRESS_5,2026,49,45.166666666666664,0.7648222222222223,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,5,627.5,16.942500000000003,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,6,627.5,16.942500000000003,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,7,627.5,16.942500000000003,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,8,627.5,16.942500000000003,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,9,538.5483870967741,14.540806451612903,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,10,538.5483870967741,14.540806451612903,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,11,538.5483870967741,14.540806451612903,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,12,538.5483870967741,14.540806451612903,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,13,593.4731182795699,16.02377419354839,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,14,634.6666666666666,17.136,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,15,634.6666666666666,17.136,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,16,634.6666666666666,17.136,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,17,772.4301075268817,20.855612903225804,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,18,1116.8387096774193,30.154645161290325,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,19,1116.8387096774193,30.154645161290325,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,20,1116.8387096774193,30.154645161290325,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,21,1116.8387096774193,30.154645161290325,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,22,899.7483870967742,24.293206451612903,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,23,863.5666666666667,23.316300000000005,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,24,863.5666666666667,23.316300000000005,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,25,863.5666666666667,23.316300000000005,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,26,693.9709677419355,18.737216129032262,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,27,566.7741935483871,15.302903225806453,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,28,566.7741935483871,15.302903225806453,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,29,566.7741935483871,15.302903225806453,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,30,565.1935483870968,15.260225806451615,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,31,555.7096774193549,15.004161290322584,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,32,555.7096774193549,15.004161290322584,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,33,555.7096774193549,15.004161290322584,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,34,555.7096774193549,15.004161290322584,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,35,418.9408602150537,11.311403225806451,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,36,364.23333333333335,9.8343,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,37,364.23333333333335,9.8343,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,38,364.23333333333335,9.8343,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,39,284.1978494623656,7.6733419354838714,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,40,177.48387096774192,4.792064516129033,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,41,177.48387096774192,4.792064516129033,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,42,177.48387096774192,4.792064516129033,READY
all_in,1.0,SF-100009,NW04,MAT-101039,P01_NW04_GRINDING_1,2027,43,177.48387096774192,4.792064516129033,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,18,534.6774193548387,15.871008064516127,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,19,1247.5806451612902,37.03235215053763,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,20,1247.5806451612902,37.03235215053763,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,21,1247.5806451612902,37.03235215053763,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,22,1247.5806451612902,37.03235215053763,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,23,1362.6666666666667,40.44848888888889,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,24,1362.6666666666667,40.44848888888889,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,25,1362.6666666666667,40.44848888888889,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,26,1362.6666666666667,40.44848888888889,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,27,1584.9784946236557,47.047444982078844,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,28,1673.9032258064515,49.687027419354834,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,29,1673.9032258064515,49.687027419354834,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,30,1673.9032258064515,49.687027419354834,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,31,1722.032258064516,51.11565752688172,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,32,1842.3548387096773,54.68723279569892,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,33,1842.3548387096773,54.68723279569892,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,34,1842.3548387096773,54.68723279569892,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,35,1842.3548387096773,54.68723279569892,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,36,2427.5935483870967,72.05906849462366,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,37,2525.133333333333,74.95437444444444,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,38,2525.133333333333,74.95437444444444,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,39,2525.133333333333,74.95437444444444,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,40,2137.1677419354837,63.43826247311828,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,41,1846.1935483870968,54.801178494623656,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,42,1846.1935483870968,54.801178494623656,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,43,1846.1935483870968,54.801178494623656,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,44,1740.584946236559,51.66636315412186,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,45,1106.9333333333334,32.85747111111111,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,46,1106.9333333333334,32.85747111111111,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,47,1106.9333333333334,32.85747111111111,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,48,1106.9333333333334,32.85747111111111,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,49,680.7139784946237,20.205859928315412,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,50,609.6774193548387,18.097258064516126,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,51,609.6774193548387,18.097258064516126,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,52,609.6774193548387,18.097258064516126,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2026,53,348.38709677419354,10.341290322580644,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2027,1,485.7096774193548,14.417482258064515,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2027,2,485.7096774193548,14.417482258064515,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2027,3,485.7096774193548,14.417482258064515,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2027,4,485.7096774193548,14.417482258064515,READY
all_in,1.0,SF-100014,NW06,MAT-100089,P01_NW06_PRESS_4,2027,52,138.7741935483871,4.11928064516129,READY
all_in,1.0,SF-100017,NW04,MAT-200737,P01_NW04_PRESS_3,2027,5,377.75,2.9653375,READY
all_in,1.0,SF-100017,NW04,MAT-200737,P01_NW04_PRESS_3,2027,6,377.75,2.9653375,READY
all_in,1.0,SF-100017,NW04,MAT-200737,P01_NW04_PRESS_3,2027,7,377.75,2.9653375,READY
all_in,1.0,SF-100017,NW04,MAT-200737,P01_NW04_PRESS_3,2027,8,377.75,2.9653375,READY
all_in,1.0,SF-100017,NW04,MAT-200737,P01_NW04_PRESS_3,2027,9,677.6451612903226,5.319514516129032,READY
all_in,1.0,SF-100017,NW04,MAT-200737,P01_NW04_PRESS_3,2027,10,677.6451612903226,5.319514516129032,READY
all_in,1.0,SF-100017,NW04,MAT-200737,P01_NW04_PRESS_3,2027,11,677.6451612903226,5.319514516129032,READY
all_in,1.0,SF-100017,NW04,MAT-200737,P01_NW04_PRESS_3,2027,12,677.6451612903226,5.319514516129032,READY
all_in,1.0,SF-100017,NW04,MAT-200737,P01_NW04_PRESS_3,2027,13,695.6193548387097,5.46061193548387,READY
all_in,1.0,SF-100017,NW04,MAT-200737,P01_NW04_PRESS_3,2027,14,709.1,5.566434999999999,READY
all_in,1.0,SF-100017,NW04,MAT-200737,P01_NW04_PRESS_3,2027,15,709.1,5.566434999999999,READY
all_in,1.0,SF-100017,NW04,MAT-200737,P01_NW04_PRESS_3,2027,16,709.1,5.566434999999999,READY
all_in,1.0,SF-100017,NW04,MAT-200737,P01_NW04_PRESS_3,2027,17,696.3064516129032,5.46600564516129,READY
all_in,1.0,SF-100017,NW04,MAT-200737,P01_NW04_PRESS_3,2027,18,664.3225806451612,5.214932258064515,READY
all_in,1.0,SF-100017,NW04,MAT-200737,P01_NW04_PRESS_3,2027,19,664.3225806451612,5.214932258064515,READY
all_in,1.0,SF-100017,NW04,MAT-200737,P01_NW04_PRESS_3,2027,20,664.3225806451612,5.214932258064515,READY
all_in,1.0,SF-100017,NW04,MAT-200737,P01_NW04_PRESS_3,2027,21,664.3225806451612,5.214932258064515,READY
all_in,1.0,SF-100017,NW04,MAT-200737,P01_NW04_PRESS_3,2027,22,587.5032258064516,4.611900322580645,READY
all_in,1.0,SF-100017,NW04,MAT-200737,P01_NW04_PRESS_3,2027,23,574.7,4.511395,READY
all_in,1.0,SF-100017,NW04,MAT-200737,P01_NW04_PRESS_3,2027,24,574.7,4.511395,READY
