scope_id,scenario,project_id,plant,week,requested_delivery_date,transit_time_days,production_time_proxy_days,total_commitment_time_days,on_time_feasible_flag,expedite_option_flag,service_violation_risk,synthetic_delivery_assumption
mvp_3plant,all_in,SF-100033,NW05,2027-W07,2027-03-15,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W08,2027-03-22,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W09,2027-03-29,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W10,2027-04-05,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W11,2027-04-12,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W12,2027-04-19,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W13,2027-04-26,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W14,2027-05-03,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W15,2027-05-10,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W16,2027-05-17,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W17,2027-05-24,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W18,2027-05-31,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W19,2027-06-07,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W20,2027-06-14,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W21,2027-06-21,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W22,2027-06-28,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W23,2027-07-05,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W24,2027-07-12,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W25,2027-07-19,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W26,2027-07-26,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W27,2027-08-02,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W28,2027-08-09,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W29,2027-08-16,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W30,2027-08-23,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100033,NW05,2027-W52,2028-01-24,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2027-W39,2027-10-25,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2027-W40,2027-11-01,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2027-W41,2027-11-08,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2027-W42,2027-11-15,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2027-W43,2027-11-22,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2027-W44,2027-11-29,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2027-W45,2027-12-06,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2027-W46,2027-12-13,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2027-W47,2027-12-20,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2027-W48,2027-12-27,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2027-W49,2028-01-03,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2027-W50,2028-01-10,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2027-W51,2028-01-17,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2027-W52,2028-01-24,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W01,2028-01-31,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W02,2028-02-07,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W03,2028-02-14,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W04,2028-02-21,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W05,2028-02-28,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W06,2028-03-06,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W07,2028-03-13,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W08,2028-03-20,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W09,2028-03-27,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W10,2028-04-03,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W11,2028-04-10,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W12,2028-04-17,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W13,2028-04-24,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W14,2028-05-01,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W15,2028-05-08,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W16,2028-05-15,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W17,2028-05-22,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W18,2028-05-29,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W19,2028-06-05,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W20,2028-06-12,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W21,2028-06-19,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W22,2028-06-26,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W23,2028-07-03,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W24,2028-07-10,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W25,2028-07-17,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100035,NW05,2028-W26,2028-07-24,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2027-W39,2027-10-25,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2027-W40,2027-11-01,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2027-W41,2027-11-08,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2027-W42,2027-11-15,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2027-W43,2027-11-22,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2027-W44,2027-11-29,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2027-W45,2027-12-06,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2027-W46,2027-12-13,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2027-W47,2027-12-20,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2027-W48,2027-12-27,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2027-W49,2028-01-03,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2027-W50,2028-01-10,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2027-W51,2028-01-17,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2027-W52,2028-01-24,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W01,2028-01-31,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W02,2028-02-07,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W03,2028-02-14,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W04,2028-02-21,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W05,2028-02-28,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W06,2028-03-06,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W07,2028-03-13,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W08,2028-03-20,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W09,2028-03-27,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W10,2028-04-03,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W11,2028-04-10,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W12,2028-04-17,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W13,2028-04-24,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W14,2028-05-01,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W15,2028-05-08,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W16,2028-05-15,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W17,2028-05-22,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W18,2028-05-29,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W19,2028-06-05,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W20,2028-06-12,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W21,2028-06-19,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W22,2028-06-26,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W23,2028-07-03,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W24,2028-07-10,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W25,2028-07-17,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100049,NW05,2028-W26,2028-07-24,3,14,17,True,True,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2026-W44,2026-11-23,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2026-W45,2026-11-30,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2026-W46,2026-12-07,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2026-W47,2026-12-14,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2026-W48,2026-12-21,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2026-W49,2026-12-28,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2026-W50,2027-01-04,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2026-W51,2027-01-11,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2026-W52,2027-01-18,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2026-W53,2027-01-25,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W01,2027-02-01,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W02,2027-02-08,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W03,2027-02-15,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W04,2027-02-22,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W05,2027-03-01,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W06,2027-03-08,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W07,2027-03-15,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W08,2027-03-22,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W09,2027-03-29,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W10,2027-04-05,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W11,2027-04-12,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W12,2027-04-19,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W13,2027-04-26,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W14,2027-05-03,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W15,2027-05-10,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W16,2027-05-17,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W17,2027-05-24,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W18,2027-05-31,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W19,2027-06-07,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W20,2027-06-14,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W21,2027-06-21,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W22,2027-06-28,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W23,2027-07-05,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W24,2027-07-12,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W25,2027-07-19,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W26,2027-07-26,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W27,2027-08-02,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W28,2027-08-09,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W29,2027-08-16,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W30,2027-08-23,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW01,2027-W52,2028-01-24,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W05,2026-02-23,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W06,2026-03-02,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W07,2026-03-09,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W08,2026-03-16,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W09,2026-03-23,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W10,2026-03-30,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W11,2026-04-06,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W12,2026-04-13,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W13,2026-04-20,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W14,2026-04-27,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W15,2026-05-04,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W16,2026-05-11,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W17,2026-05-18,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W18,2026-05-25,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W19,2026-06-01,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W20,2026-06-08,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W21,2026-06-15,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W22,2026-06-22,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W23,2026-06-29,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W24,2026-07-06,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W25,2026-07-13,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W26,2026-07-20,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W27,2026-07-27,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W28,2026-08-03,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W29,2026-08-10,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W30,2026-08-17,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W31,2026-08-24,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W32,2026-08-31,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W33,2026-09-07,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W34,2026-09-14,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W35,2026-09-21,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W36,2026-09-28,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W37,2026-10-05,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W38,2026-10-12,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W39,2026-10-19,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W40,2026-10-26,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W41,2026-11-02,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W42,2026-11-09,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W43,2026-11-16,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100065,NW02,2026-W44,2026-11-23,3,14,17,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2026-W49,2026-12-28,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2026-W50,2027-01-04,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2026-W51,2027-01-11,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2026-W52,2027-01-18,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2026-W53,2027-01-25,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W01,2027-02-01,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W02,2027-02-08,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W03,2027-02-15,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W04,2027-02-22,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W05,2027-03-01,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W06,2027-03-08,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W07,2027-03-15,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W08,2027-03-22,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W09,2027-03-29,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W10,2027-04-05,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W11,2027-04-12,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W12,2027-04-19,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W13,2027-04-26,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W14,2027-05-03,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W15,2027-05-10,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W16,2027-05-17,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W17,2027-05-24,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W18,2027-05-31,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W19,2027-06-07,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W20,2027-06-14,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W21,2027-06-21,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W22,2027-06-28,1,14,15,True,False,0.0,True
mvp_3plant,all_in,SF-100099,NW01,2027-W23,2027-07-05,1,14,15,True,False,0.0,True
